data,semana_epidemiologica,casos_dengue,ano,chuva,temperatura_media,umidade,pressao,week_start,ANO_SEMANA,NOTIFICACOES,rain_sum,temp_mean,humidity_mean,pressure_mean,casos_minus_notificacoes,casos_minus_notificacoes_abs,chuva_minus_rain_sum,temperatura_minus_temp_mean,umidade_minus_humidity_mean,pressao_minus_pressure_mean
2024-04-28,202418,4951,2024,0.0,23.18,65.21,887.38,2024-04-28,202418,4557,0.0,23.17797619047619,65.20833333333333,887.3833333333333,394,394,0.0,0.0020238095238092058,0.0016666666666651508,-0.0033333333333303017
2024-05-05,202419,4384,2024,0.0,21.35,68.75,888.31,2024-05-05,202419,3768,0.0,21.35297619047619,68.75,888.3083333333334,616,616,0.0,-0.0029761904761897995,0.0,0.001666666666551464
2024-05-12,202420,3822,2024,0.0,21.57,60.97,888.5,2024-05-12,202420,3278,0.0,21.567857142857143,60.97023809523809,888.4976190476191,544,544,0.0,0.002142857142857224,-0.00023809523808893118,0.0023809523809177335
2024-05-19,202421,3503,2024,0.0,20.95,67.73,889.5,2024-05-19,202421,2856,0.0,20.954166666666662,67.73214285714286,889.4988095238095,647,647,0.0,-0.004166666666662877,-0.002142857142857224,0.0011904761904588668
2024-05-26,202422,2501,2024,0.0,20.17,65.23,890.33,2024-05-26,202422,2045,0.0,20.166071428571428,65.32116977225674,890.3323498964803,456,456,0.0,0.003928571428573946,-0.09116977225673395,-0.0023498964802683986
2024-06-02,202423,1730,2024,0.0,19.47,70.02,891.53,2024-06-02,202423,1381,0.0,19.471506211180124,70.0103519668737,891.5265269151139,349,349,0.0,-0.00150621118012495,0.009648033126296696,0.0034730848860817787
2024-06-09,202424,1161,2024,0.0,19.96,64.88,890.69,2024-06-09,202424,886,0.0,19.962500000000002,64.875,890.6869047619048,275,275,0.0,-0.002500000000001279,0.0049999999999954525,0.003095238095284003
2024-06-16,202425,805,2024,0.0,19.46,60.57,889.13,2024-06-16,202425,591,0.0,19.462215320910975,60.54606625258799,889.1294254658385,214,214,0.0,-0.0022153209109738725,0.023933747412009154,0.0005745341615011057
2024-06-23,202426,423,2024,0.0,19.64,56.15,888.97,2024-06-23,202426,306,0.0,19.63799642386599,56.14389233954451,888.9748823640128,117,117,0.0,0.0020035761340118086,0.006107660455491271,-0.004882364012814833
2024-06-30,202427,465,2024,0.0,19.51,55.64,889.6,2024-06-30,202427,350,0.0,19.512111801242234,55.5649585921325,889.5924430641822,115,115,0.0,-0.002111801242232758,0.07504140786750213,0.007556935817774502
2024-07-07,202428,409,2024,0.0,20.51,50.8,889.8,2024-07-07,202428,295,0.0,20.527486824769433,50.75277620929795,889.7900103519669,114,114,0.0,-0.01748682476943131,0.04722379070204852,0.009989648033069898
2024-07-14,202429,327,2024,0.0,18.85,53.72,892.41,2024-07-14,202429,219,0.0,18.86221532091097,53.70729813664597,892.4105848861284,108,108,0.0,-0.01221532091096833,0.012701863354031673,-0.000584886128422113
2024-07-21,202430,312,2024,0.0,19.24,50.03,891.72,2024-07-21,202430,223,0.0,19.23690476190476,50.029761904761905,891.7226190476191,89,89,0.0,0.003095238095237818,0.0002380952380960366,-0.002619047619077719
2024-07-28,202431,305,2024,0.0,20.55,54.21,891.53,2024-07-28,202431,258,0.0,20.551190476190474,54.20833333333332,891.532142857143,47,47,0.0,-0.0011904761904730776,0.0016666666666793617,-0.0021428571429851218
2024-08-04,202432,359,2024,0.0,20.04,51.3,889.41,2024-08-04,202432,237,0.0,20.045600414078674,51.27199792960663,889.4012163561076,122,122,0.0,-0.005600414078674731,0.028002070393370104,0.008783643892343207
2024-08-11,202433,377,2024,0.0,21.18,42.3,890.13,2024-08-11,202433,262,0.0,21.187758799171842,42.29787784679088,890.1407091097308,115,115,0.0,-0.007758799171842412,0.0021221532091146855,-0.010709109730782984
2024-08-18,202434,340,2024,0.0,22.98,33.12,889.67,2024-08-18,202434,229,0.0,22.976785714285715,33.11904761904761,889.6678571428572,111,111,0.0,0.003214285714285836,0.0009523809523841464,0.002142857142757748
2024-08-25,202435,292,2024,0.0,21.67,49.42,891.07,2024-08-25,202435,194,0.0,21.676190476190474,49.38975155279503,891.0623188405797,98,98,0.0,-0.006190476190472083,0.030248447204968443,0.007681159420371841
2024-09-01,202436,294,2024,0.0,24.27,26.85,888.81,2024-09-01,202436,186,0.0,24.269073498964804,26.853519668737057,888.8156055900621,108,108,0.0,0.0009265010351953151,-0.003519668737055781,-0.005605590062145893
2024-09-08,202437,304,2024,0.0,23.73,33.82,889.25,2024-09-08,202437,195,0.0,23.73035714285714,33.81547619047619,889.254761904762,109,109,0.0,-0.0003571428571405022,0.004523809523810485,-0.004761904761949154
2024-09-15,202438,308,2024,0.0,25.28,35.41,887.9,2024-09-15,202438,184,0.0,25.28333333333333,35.410714285714285,887.9041666666666,124,124,0.0,-0.0033333333333303017,-0.0007142857142881098,-0.004166666666606034
2024-09-22,202439,302,2024,0.0,26.65,30.46,886.54,2024-09-22,202439,203,0.0,26.65357142857143,30.458333333333332,886.5357142857143,99,99,0.0,-0.003571428571429891,0.0016666666666687036,0.004285714285629183
2024-09-29,202440,298,2024,0.0,26.21,33.46,886.66,2024-09-29,202440,187,0.0,26.213690476190475,33.464285714285715,886.6601190476191,111,111,0.0,-0.0036904761904743566,-0.004285714285714448,-0.00011904761913683615
2024-10-06,202441,324,2024,15.2,24.88,58.91,886.56,2024-10-06,202441,176,7.6,24.882142857142856,58.910714285714285,886.5571428571428,148,148,7.6,-0.002142857142857224,-0.0007142857142881098,0.0028571428571240176
2024-10-13,202442,347,2024,330.0,21.57,80.37,887.6,2024-10-13,202442,159,165.0,21.570833333333333,80.36904761904762,887.6035714285715,188,188,165.0,-0.0008333333333325754,0.0009523809523841464,-0.003571428571490287
2024-10-20,202443,411,2024,160.8,22.07,82.13,886.13,2024-10-20,202443,212,80.4,22.061387163561076,82.14855072463767,886.1252846790891,199,199,80.4,0.008612836438924631,-0.018550724637677263,0.004715320910918308
2024-10-27,202444,516,2024,32.4,21.66,78.19,886.63,2024-10-27,202444,254,16.2,21.662499999999998,78.19047619047619,886.6309523809523,262,262,16.2,-0.0024999999999977263,-0.0004761904761920732,-0.0009523809522988813
2024-11-03,202445,667,2024,115.6,21.14,84.4,885.55,2024-11-03,202445,349,57.8,21.141666666666662,84.39880952380953,885.5464285714286,318,318,57.8,-0.0016666666666615981,0.0011904761904730776,0.0035714285713766003
2024-11-10,202446,634,2024,190.4,20.98,85.41,884.52,2024-11-10,202446,326,95.2,20.98095238095238,85.41071428571429,884.5166666666667,308,308,95.2,-0.0009523809523805937,-0.0007142857142952153,0.0033333333333303017
2024-11-17,202447,769,2024,152.8,22.0,80.4,885.72,2024-11-17,202447,487,76.4,22.000595238095237,80.39880952380952,885.7244047619048,282,282,76.4,-0.0005952380952365388,0.0011904761904872885,-0.004404761904766019
2024-11-24,202448,604,2024,24.8,22.34,78.94,886.49,2024-11-24,202448,374,12.399999999999999,22.339285714285715,78.94047619047619,886.489880952381,230,230,12.400000000000002,0.0007142857142845571,-0.0004761904761920732,0.00011904761902314931
2024-12-01,202449,742,2024,106.8,22.82,73.22,885.61,2024-12-01,202449,420,53.4,22.82300724637681,73.11853002070394,885.6078933747413,322,322,53.4,-0.0030072463768107127,0.10146997929605561,0.0021066252587615963
2024-12-08,202450,662,2024,43.2,23.08,72.49,885.2,2024-12-08,202450,347,21.6,23.0912784679089,72.39906832298136,885.2087732919255,315,315,21.6,-0.011278467908901746,0.09093167701863081,-0.0087732919254222
2024-12-15,202451,555,2024,61.2,21.86,80.88,886.73,2024-12-15,202451,310,30.6,21.86428571428571,80.88095238095238,886.7327380952381,245,245,30.6,-0.004285714285710895,-0.0009523809523841464,-0.0027380952381008683
2024-12-22,202452,457,2024,176.0,21.16,85.34,886.08,2024-12-22,202452,146,88.0,21.164285714285715,85.33928571428571,886.0767857142857,311,311,88.0,-0.004285714285714448,0.0007142857142952153,0.0032142857143071524
