data,semana_epidemiologica,casos_dengue,ano,chuva,temperatura_media,umidade,pressao,week_start,ANO_SEMANA,NOTIFICACOES,rain_sum,temp_mean,humidity_mean,pressure_mean,casos_minus_notificacoes,casos_minus_notificacoes_abs,chuva_minus_rain_sum,temperatura_minus_temp_mean,umidade_minus_humidity_mean,pressao_minus_pressure_mean
2023-07-09,202328,667,2023,0.0,19.99,54.04,887.96,2023-07-09,202328,506,0.0,19.98988095238095,54.035714285714285,887.9613095238095,161,161,0.0,0.0001190476190480183,0.004285714285714448,-0.001309523809482016
2023-07-16,202329,560,2023,0.0,20.73,54.8,892.1,2023-07-16,202329,403,0.0,20.727380952380948,54.79761904761904,892.1041666666667,157,157,0.0,0.00261904761905285,0.002380952380960366,-0.0041666666667197205
2023-07-23,202330,488,2023,0.0,19.95,52.29,891.32,2023-07-23,202330,364,0.0,19.951190476190476,52.285714285714285,891.3214285714286,124,124,0.0,-0.0011904761904766303,0.004285714285714448,-0.0014285714285051654
2023-07-30,202331,568,2023,0.0,20.72,46.84,891.27,2023-07-30,202331,446,0.0,20.717857142857145,46.83928571428571,891.2744047619047,122,122,0.0,0.0021428571428536713,0.0007142857142952153,-0.004404761904766019
2023-08-06,202332,489,2023,0.0,22.09,39.92,890.52,2023-08-06,202332,377,0.0,22.09107142857143,39.922619047619044,890.5172619047619,112,112,0.0,-0.001071428571428612,-0.002619047619042192,0.0027380952381008683
2023-08-13,202333,547,2023,0.0,21.14,46.63,888.53,2023-08-13,202333,397,0.0,21.139285714285712,46.63095238095237,888.5261904761904,150,150,0.0,0.0007142857142881098,-0.0009523809523699356,0.0038095238095365858
2023-08-20,202334,502,2023,4.6,22.87,50.03,885.96,2023-08-20,202334,370,4.6,22.867424242424242,49.972943722943725,885.9659632034633,132,132,0.0,0.002575757575758786,0.05705627705627592,-0.005963203463238642
2023-08-27,202335,548,2023,55.6,22.04,73.15,888.5,2023-08-27,202335,400,55.6,22.035714285714285,73.14880952380952,888.495238095238,148,148,0.0,0.004285714285714448,0.0011904761904872885,0.004761904761949154
2023-09-03,202336,569,2023,0.0,23.63,51.43,889.13,2023-09-03,202336,445,0.0,23.626785714285713,51.43452380952381,889.1321428571429,124,124,0.0,0.003214285714285836,-0.004523809523810485,-0.002142857142871435
2023-09-10,202337,650,2023,0.0,23.27,46.6,888.31,2023-09-10,202337,454,0.0,23.273214285714285,46.59523809523809,888.3136904761905,196,196,0.0,-0.003214285714285836,0.004761904761913627,-0.0036904761905134364
2023-09-17,202338,551,2023,0.0,25.73,39.8,887.53,2023-09-17,202338,396,0.0,25.726785714285715,39.80357142857143,887.532142857143,155,155,0.0,0.003214285714285836,-0.0035714285714334437,-0.0021428571429851218
2023-09-24,202339,525,2023,7.4,25.36,55.57,885.87,2023-09-24,202339,370,7.4,25.35595238095238,55.56547619047619,885.8660714285714,155,155,0.0,0.0040476190476184115,0.004523809523810485,0.003928571428559735
2023-10-01,202340,522,2023,49.2,23.4,69.6,886.01,2023-10-01,202340,360,49.2,23.396428571428572,69.60119047619047,886.0113095238095,162,162,0.0,0.0035714285714263383,-0.0011904761904730776,-0.001309523809482016
2023-10-08,202341,398,2023,6.4,24.95,62.25,887.04,2023-10-08,202341,249,6.4,24.963871635610765,62.174171842650104,887.0297619047618,149,149,0.0,-0.013871635610765765,0.07582815734989623,0.01023809523815089
2023-10-15,202342,534,2023,14.6,25.54,47.9,887.54,2023-10-15,202342,354,14.6,25.539285714285715,47.89880952380952,887.5416666666667,180,180,0.0,0.0007142857142845571,0.001190476190480183,-0.0016666666667788377
2023-10-22,202343,415,2023,29.2,24.05,66.45,885.02,2023-10-22,202343,269,29.2,24.0611801242236,66.37060041407868,885.0156314699792,146,146,0.0,-0.011180124223599819,0.07939958592132257,0.004368530020769867
2023-10-29,202344,486,2023,32.0,23.56,73.43,884.8,2023-10-29,202344,358,32.0,23.557142857142857,73.42857142857143,884.7970238095238,128,128,0.0,0.002857142857141781,0.0014285714285762197,0.002976190476147167
2023-11-05,202345,626,2023,6.8,25.0,54.86,886.59,2023-11-05,202345,495,6.8,25.004166666666666,54.86309523809524,886.5922619047618,131,131,0.0,-0.00416666666666643,-0.0030952380952413705,-0.0022619047617808974
2023-11-12,202346,695,2023,1.2,26.2,50.67,884.83,2023-11-12,202346,584,1.2000000000000002,26.198809523809523,50.666666666666664,884.8285714285714,111,111,-2.220446049250313e-16,0.0011904761904766303,0.003333333333337407,0.0014285714286188522
2023-11-19,202347,1134,2023,64.2,23.14,76.39,886.24,2023-11-19,202347,953,64.19999999999999,23.135714285714283,76.38690476190477,886.2404761904762,181,181,1.4210854715202004e-14,0.004285714285718001,0.0030952380952271596,-0.0004761904762062841
2023-11-26,202348,1413,2023,33.6,23.1,73.57,886.62,2023-11-26,202348,1282,33.6,23.097619047619048,73.57142857142857,886.6238095238095,131,131,0.0,0.0023809523809532607,-0.0014285714285762197,-0.0038095238095365858
2023-12-03,202349,1823,2023,16.6,23.14,68.38,886.59,2023-12-03,202349,1671,16.6,23.142261904761906,68.38095238095238,886.5880952380952,152,152,0.0,-0.0022619047619052424,-0.0009523809523841464,0.0019047619048251363
2023-12-10,202350,2627,2023,0.6,25.11,55.68,885.41,2023-12-10,202350,2726,0.6000000000000001,25.109523809523807,55.68452380952381,885.4136904761905,-99,99,-1.1102230246251565e-16,0.0004761904761920732,-0.004523809523810485,-0.0036904761905134364
2023-12-17,202351,2988,2023,51.8,22.43,74.71,884.99,2023-12-17,202351,3279,51.8,22.425595238095237,74.70833333333333,884.9928571428571,-291,291,0.0,0.004404761904762466,0.0016666666666651508,-0.0028571428571240176
2023-12-24,202352,3937,2023,28.4,23.09,76.58,887.1,2023-12-24,202352,2049,28.4,23.09404761904762,76.58333333333334,887.0964285714286,1888,1888,0.0,-0.0040476190476184115,-0.0033333333333445125,0.0035714285713766003
2023-12-31,202401,9340,2023,256.8,21.15,89.1,884.94,2023-12-31,202401,8532,139.2,21.214285714285715,88.51190476190477,885.0339285714284,808,808,117.60000000000002,-0.06428571428571672,0.5880952380952209,-0.0939285714283642
2024-01-07,202402,9782,2024,203.2,21.8,83.71,886.28,2024-01-07,202402,8700,101.60000000000001,21.802380952380954,83.70833333333334,886.2791666666666,1082,1082,101.59999999999998,-0.0023809523809532607,0.00166666666665094,0.0008333333333894188
2024-01-14,202403,15007,2024,28.8,23.29,74.48,887.75,2024-01-14,202403,12957,14.4,23.28690476190476,74.48214285714286,887.7529761904761,2050,2050,14.4,0.003095238095237818,-0.002142857142857224,-0.002976190476147167
2024-01-21,202404,21998,2024,134.8,22.26,83.52,884.93,2024-01-21,202404,19097,67.4,22.258928571428573,83.51785714285714,884.9267857142858,2901,2901,67.4,0.001071428571428612,0.002142857142857224,0.0032142857141934655
2024-01-28,202405,25623,2024,43.2,22.02,80.81,887.76,2024-01-28,202405,22357,21.599999999999998,22.02142857142857,80.80952380952381,887.7613095238095,3266,3266,21.600000000000005,-0.0014285714285691142,0.0004761904761920732,-0.001309523809482016
2024-02-04,202406,24198,2024,75.6,21.93,82.17,887.52,2024-02-04,202406,21921,37.8,21.93095238095238,82.16666666666666,887.5208333333333,2277,2277,37.8,-0.0009523809523805937,0.0033333333333445125,-0.000833333333275732
2024-02-11,202407,23969,2024,74.4,22.11,78.07,888.86,2024-02-11,202407,21698,37.2,22.1125,78.07142857142857,888.8619047619048,2271,2271,37.2,-0.002500000000001279,-0.0014285714285762197,-0.0019047619048251363
2024-02-18,202408,25714,2024,55.2,21.57,86.35,885.41,2024-02-18,202408,23293,27.6,21.56607142857143,86.35119047619048,885.4130952380953,2421,2421,27.6,0.003928571428570393,-0.0011904761904872885,-0.003095238095284003
2024-02-25,202409,24823,2024,0.8,23.57,69.94,887.63,2024-02-25,202409,21995,0.4,23.567261904761903,69.94047619047619,887.6321428571429,2828,2828,0.4,0.0027380952380973156,-0.0004761904761920732,-0.002142857142871435
2024-03-03,202410,21609,2024,25.2,22.69,79.44,887.51,2024-03-03,202410,19210,12.6,22.6898033126294,79.4381469979296,887.5069616977225,2399,2399,12.6,0.0001966873706003014,0.0018530020703906303,0.003038302277445837
2024-03-10,202411,19376,2024,70.4,23.67,81.05,887.44,2024-03-10,202411,17343,35.2,23.66547619047619,81.05357142857143,887.4440476190476,2033,2033,35.2,0.004523809523810485,-0.0035714285714334437,-0.004047619047582884
2024-03-17,202412,17439,2024,59.6,22.97,82.51,886.14,2024-03-17,202412,15508,29.799999999999997,22.970988612836436,82.5121635610766,886.1402432712215,1931,1931,29.800000000000004,-0.0009886128364371416,-0.0021635610765997626,-0.00024327122150680225
2024-03-24,202413,11654,2024,78.4,21.83,85.54,887.34,2024-03-24,202413,10354,39.199999999999996,21.833928571428572,85.53571428571429,887.3428571428573,1300,1300,39.20000000000001,-0.003928571428573946,0.004285714285714448,-0.0028571428572377044
2024-03-31,202414,11954,2024,177.6,22.32,85.43,886.95,2024-03-31,202414,10665,88.80000000000001,22.321428571428573,85.42857142857143,886.9458333333333,1289,1289,88.79999999999998,-0.001428571428572667,0.0014285714285762197,0.0041666666667197205
2024-04-07,202415,10739,2024,49.2,22.17,82.42,887.18,2024-04-07,202415,9675,24.6,22.17142857142857,82.42261904761905,887.1755952380953,1064,1064,24.6,-0.0014285714285691142,-0.0026190476190492973,0.004404761904652332
2024-04-14,202416,8542,2024,0.0,23.07,74.34,887.54,2024-04-14,202416,7546,0.0,23.070238095238096,74.33928571428571,887.5363095238096,996,996,0.0,-0.0002380952380960366,0.0007142857142952153,0.0036904761903997496
2024-04-21,202417,6230,2024,34.4,22.63,73.53,887.74,2024-04-21,202417,5683,17.200000000000003,22.626785714285713,73.52976190476191,887.7410714285714,547,547,17.199999999999996,0.003214285714285836,0.00023809523808893118,-0.0010714285714357175
